iteration,action,C_inj_0,t_inj_0,C_inj_1,t_inj_1,C_inj_2,t_inj_2
1,31.628688179244875,12.141661,0.0,2.1264074,77.21593,2.1385903,108.503975
2,2.762258132303835,17.70108251456876,0.0,12.337402769076755,77.05637732756054,10.622734789798933,108.05577037923085
3,2.135697546207224,17.0388894742979,0.0,11.990347033128137,77.24578643259584,10.384247958042565,108.10378523013057
4,1.4995226528781487,16.402856085717666,0.0,11.641414049040904,77.41688304952598,10.142836148759272,108.15041607286538
5,0.8378287035905201,15.732423752074322,0.0,11.29476212874218,77.56717807295236,9.900246342425365,108.19513325763009
6,0.2624725338789844,15.07577274647107,0.0,10.954458983639544,77.69208255838461,9.660875802389963,108.23768914905617
7,-0.27251906320341135,14.482053552197106,0.0,10.628909434041335,77.84249645245484,9.428399971512896,108.27663056320291
8,-0.7494383998538119,13.89801740600103,0.0,10.327884337892407,78.01158542615403,9.208646588218464,108.31099333768586
9,-1.1531331385919321,13.382194580951143,0.0,10.065019057059434,78.143312911419,9.010329116261556,108.36437885813262
10,-1.4506673599888202,12.89521244456268,0.0,9.849189865317225,78.23349436053508,8.841686002387565,108.38698473194914
11,-1.6171538381747679,12.465806176066373,0.0,9.642730540539542,78.2788566968561,8.709770373427776,108.40252113459594
12,-1.6842195893975758,12.11271777918174,0.0,9.505158518488066,78.27953049176581,8.620535280370685,108.41078134359789
13,-1.6752551467728125,11.85146604545514,0.0,9.382212121726214,78.28788187686591,8.572312129232587,108.41256030876099
14,-1.6713133554576611,11.725044625081416,0.0,9.36547944858871,78.26153552754359,8.560158999453042,108.40889888913567
15,-1.6743890912196244,11.639433465541057,0.0,9.380673157247374,78.26146595461623,8.563488230696246,108.40297196029454
16,-1.6628940273456712,11.56926973422671,0.0,9.368025910105754,78.249809506887,8.575980263792136,108.39577134576383
17,-1.654296368531739,11.499545833818898,0.0,9.373859582500543,78.23124755580012,8.596989681800416,108.38735213263
18,-1.6582695215912677,11.471634974478214,0.0,9.396291364427892,78.20328376467621,8.624945769690136,108.37796293440381
19,-1.6766276550284624,11.447861255242286,0.0,9.420659287725197,78.16697029478654,8.653046117462939,108.36859121970238
20,-1.6488620708609218,11.406166205070274,0.0,9.446334052220214,78.13937850601182,8.680447351355543,108.35935332105356
21,-1.6956119915061567,11.395409080288992,0.0,9.476161715165828,78.1070824592525,8.709622452428679,108.34989151281047
22,-1.684902489628783,11.35300881155111,0.0,9.457805204613742,78.03056397009823,8.736239956703688,108.34084466242707
23,-1.6641097067736537,11.297147719966748,0.0,9.448207042314525,77.994231835708,8.766506654979437,108.3311582312774
24,-1.6536794805705153,11.306290242885229,0.0,9.497891803791028,77.95095627226448,8.802024122017365,108.32072468442692
25,-1.6663292461762635,11.270082211993099,0.0,9.537694220929904,77.91384804275648,8.82964412606555,108.33648550626468
26,-1.6698758012262562,11.249937173017434,0.0,9.577891476297282,77.87412995275982,8.85827093674633,108.32704698414948
27,-1.6771270459834584,11.215598679213919,0.0,9.572328276308587,77.83574605410662,8.883836410086136,108.34303852963768
28,-1.6881420521467536,11.190106241017315,0.0,9.5719553436575,77.79321103152391,8.91294040028994,108.33343801798613
29,-1.6273106887655517,11.126345966738096,0.0,9.575849260075458,77.74863006649359,8.943017155261686,108.32367740035258
30,-1.664387917455926,11.143503411666426,0.0,9.640028647436614,77.74302169456834,8.977521153081433,108.33830402582153
