,epsilon,rho_epsilon
0,-1.0,2.319698899354558e-50
1,-0.9,8.288201704511993e-50
2,-0.8,3.538791367650794e-49
3,-0.7000000000000001,1.513837902572009e-48
4,-0.6000000000000001,6.423630981063966e-48
5,-0.5000000000000001,2.7024214426557854e-47
6,-0.40000000000000013,1.1272208716783175e-46
7,-0.30000000000000016,4.662017263512044e-46
8,-0.20000000000000018,1.911945241568464e-45
9,-0.1000000000000002,7.77576368738984e-45
10,-2.220446049250313e-16,3.136224927586145e-44
11,0.09999999999999964,1.2545827507573978e-43
12,0.19999999999999973,4.977959892848333e-43
13,0.2999999999999998,1.9592765471239786e-42
14,0.3999999999999997,7.650056132014041e-42
15,0.49999999999999956,2.9633979952682925e-41
16,0.5999999999999996,1.1389460545450286e-40
17,0.6999999999999997,4.343447615782089e-40
18,0.7999999999999996,1.6436661381677964e-39
19,0.8999999999999995,6.172600829210686e-39
20,0.9999999999999996,2.3005134716911788e-38
21,1.0999999999999996,8.509579645177677e-38
22,1.1999999999999993,3.1242161231422425e-37
23,1.2999999999999994,1.1385303643792629e-36
24,1.3999999999999995,4.1184867943086035e-36
25,1.4999999999999996,1.4788941621544353e-35
26,1.5999999999999996,5.271783914489714e-35
27,1.6999999999999993,1.8655710976841773e-34
28,1.7999999999999994,6.5540567787514355e-34
29,1.8999999999999995,2.285920814177685e-33
30,1.9999999999999991,7.915367641101878e-33
31,2.099999999999999,2.7210984266206014e-32
32,2.1999999999999993,9.287162126151938e-32
33,2.2999999999999994,3.146935804778018e-31
34,2.3999999999999995,1.0586623066382434e-30
35,2.499999999999999,3.535807299985394e-30
36,2.599999999999999,1.1724017483685065e-29
37,2.6999999999999993,3.859353741970562e-29
38,2.799999999999999,1.2612318852245433e-28
39,2.899999999999999,4.091739595958073e-28
40,2.999999999999999,1.317779518865803e-27
41,3.0999999999999988,4.212955749003419e-27
42,3.1999999999999993,1.336985687429124e-26
43,3.299999999999999,4.2116028486664785e-26
44,3.3999999999999986,1.3168391137984072e-25
45,3.499999999999999,4.086630526912503e-25
46,3.5999999999999988,1.2587136825843951e-24
47,3.6999999999999993,3.84767107520677e-24
48,3.799999999999999,1.1672335617083928e-23
49,3.8999999999999986,3.5138632261743e-23
50,3.999999999999999,1.0496792761781597e-22
