,epsilon,rho_epsilon
0,-1.0,5e-324
1,-0.9,5e-324
2,-0.8,5e-324
3,-0.7000000000000001,5e-324
4,-0.6000000000000001,5e-324
5,-0.5000000000000001,5e-324
6,-0.40000000000000013,5e-324
7,-0.30000000000000016,5e-324
8,-0.20000000000000018,5e-324
9,-0.1000000000000002,5e-324
10,-2.220446049250313e-16,5e-324
11,0.09999999999999964,5e-324
12,0.19999999999999973,5e-324
13,0.2999999999999998,5e-324
14,0.3999999999999997,5e-324
15,0.49999999999999956,5e-324
16,0.5999999999999996,5e-324
17,0.6999999999999997,5e-324
18,0.7999999999999996,5e-324
19,0.8999999999999995,5e-324
20,0.9999999999999996,5e-324
21,1.0999999999999996,5e-324
22,1.1999999999999993,5e-324
23,1.2999999999999994,5e-324
24,1.3999999999999995,5e-324
25,1.4999999999999996,5e-324
26,1.5999999999999996,5e-324
27,1.6999999999999993,5e-324
28,1.7999999999999994,5e-324
29,1.8999999999999995,5e-324
30,1.9999999999999991,5e-324
31,2.099999999999999,5e-324
32,2.1999999999999993,5e-324
33,2.2999999999999994,5e-324
34,2.3999999999999995,5e-324
35,2.499999999999999,5e-324
36,2.599999999999999,5e-324
37,2.6999999999999993,5e-324
38,2.799999999999999,5e-324
39,2.899999999999999,5e-324
40,2.999999999999999,5e-324
41,3.0999999999999988,5e-324
42,3.1999999999999993,5e-324
43,3.299999999999999,5e-324
44,3.3999999999999986,5e-324
45,3.499999999999999,5e-324
46,3.5999999999999988,5e-324
47,3.6999999999999993,5e-324
48,3.799999999999999,5e-324
49,3.8999999999999986,5e-324
50,3.999999999999999,5e-324
51,4.099999999999999,5e-324
52,4.199999999999999,5e-324
53,4.299999999999999,5e-324
54,4.399999999999999,5e-324
55,4.499999999999999,5e-324
56,4.599999999999999,5e-324
57,4.699999999999998,5e-324
58,4.799999999999999,5e-324
59,4.899999999999999,5e-324
60,4.999999999999998,5e-324
61,5.099999999999999,5e-324
62,5.199999999999998,5e-324
63,5.299999999999999,5e-324
64,5.399999999999999,5e-324
65,5.499999999999998,5e-324
66,5.599999999999999,5e-324
67,5.699999999999998,5e-324
68,5.799999999999999,5e-324
69,5.899999999999999,5e-324
70,5.999999999999998,5e-324
71,6.099999999999999,5e-324
72,6.199999999999998,5e-324
73,6.299999999999998,5e-324
74,6.399999999999999,5e-324
75,6.499999999999998,5e-324
76,6.599999999999998,5e-324
77,6.699999999999998,5e-324
78,6.799999999999998,5e-324
79,6.899999999999999,5e-324
80,6.999999999999998,5e-324
81,7.099999999999998,5e-324
82,7.1999999999999975,5e-324
83,7.299999999999999,5e-324
84,7.399999999999999,5e-324
85,7.499999999999998,5e-324
86,7.599999999999998,5e-324
87,7.6999999999999975,5e-324
88,7.799999999999997,5e-324
89,7.899999999999999,5e-324
90,7.999999999999998,5e-324
91,8.099999999999998,5e-324
92,8.199999999999998,5e-324
93,8.299999999999997,5e-324
94,8.399999999999999,5e-324
95,8.499999999999998,5e-324
96,8.599999999999998,5e-324
97,8.699999999999998,5e-324
98,8.799999999999997,5e-324
99,8.899999999999999,5e-324
100,8.999999999999998,5e-324
101,9.099999999999998,5e-324
102,9.199999999999998,5e-324
103,9.299999999999997,5e-324
104,9.399999999999999,5e-324
105,9.499999999999998,5e-324
106,9.599999999999998,5e-324
107,9.699999999999998,5e-324
108,9.799999999999997,5e-324
109,9.899999999999997,5e-324
110,9.999999999999998,5e-324
111,10.099999999999998,5e-324
112,10.199999999999998,5e-324
113,10.299999999999997,1e-323
114,10.399999999999997,1e-323
115,10.499999999999998,1e-323
116,10.599999999999998,1e-323
117,10.699999999999998,1e-323
118,10.799999999999997,1e-323
119,10.899999999999997,2e-323
120,10.999999999999996,1.2e-322
121,11.099999999999998,9.5e-322
122,11.199999999999998,7.767e-321
123,11.299999999999997,6.336e-320
124,11.399999999999997,5.1532e-319
125,11.499999999999996,4.179573e-318
126,11.599999999999998,3.3804006e-317
127,11.699999999999998,2.7263668e-316
128,11.799999999999997,2.19268942e-315
129,11.899999999999997,1.75850484e-314
130,11.999999999999996,1.4063078791e-313
131,12.099999999999998,1.121461537414e-312
132,12.199999999999998,8.917685958217e-312
133,12.299999999999997,7.070993234829e-311
134,12.399999999999997,5.59069394630173e-310
135,12.499999999999996,4.407624744030454e-309
136,12.599999999999998,3.464923190200776e-308
137,12.699999999999998,2.71599635183237e-307
138,12.799999999999997,2.1227935126204212e-306
139,12.899999999999997,1.6543435782347053e-305
140,12.999999999999996,1.2855216945261797e-304
141,13.099999999999996,9.960133746596831e-304
142,13.199999999999998,7.694479964747833e-303
143,13.299999999999997,5.926768556373466e-302
144,13.399999999999997,4.551740256489364e-301
145,13.499999999999996,3.4854107465649174e-300
146,13.599999999999996,2.6609922128931926e-299
147,13.699999999999998,2.0255478365587765e-298
148,13.799999999999997,1.537257980193437e-297
149,13.899999999999997,1.1631947073426777e-296
150,13.999999999999996,8.775169518723249e-296
151,14.099999999999996,6.600123246658139e-295
152,14.199999999999996,4.9492338570787115e-294
153,14.299999999999997,3.700064039824076e-293
154,14.399999999999997,2.757793530173876e-292
155,14.499999999999996,2.049233157540736e-291
156,14.599999999999996,1.51807757520666e-290
157,14.699999999999996,1.1211541703401498e-289
158,14.799999999999997,8.25469964845825e-289
159,14.899999999999997,6.058952373468192e-288
160,14.999999999999996,4.4335320408309385e-287
161,15.099999999999998,3.2341034657045263e-286
162,15.199999999999996,2.3518270391420088e-285
163,15.299999999999997,1.704903861674939e-284
164,15.399999999999995,1.2320634091152016e-283
165,15.499999999999996,8.875655723313887e-283
166,15.599999999999998,6.3737878153844796e-282
167,15.699999999999996,4.562680210880552e-281
168,15.799999999999997,3.255841206122464e-280
169,15.899999999999995,2.3159149265584863e-279
170,15.999999999999996,1.642077331538869e-278
171,16.099999999999998,1.1605707212531333e-277
172,16.199999999999996,8.176208631131092e-277
