,epsilon,rho_epsilon
0,-1.0,1.1836225826950847e-127
1,-0.9,7.11806621678588e-127
2,-0.8,4.850053373448321e-126
3,-0.7000000000000001,3.293799791460589e-125
4,-0.6000000000000001,2.2232776610629916e-124
5,-0.5000000000000001,1.4914495503369408e-123
6,-0.40000000000000013,9.943519304244524e-123
7,-0.30000000000000016,6.588529932957511e-122
8,-0.20000000000000018,4.338657236061668e-121
9,-0.1000000000000002,2.839511450591843e-120
10,-2.220446049250313e-16,1.8469620974316953e-119
11,0.09999999999999964,1.1940009165943181e-118
12,0.19999999999999973,7.671699668282037e-118
13,0.2999999999999998,4.899237160226054e-117
14,0.3999999999999997,3.1097590148391635e-116
15,0.49999999999999956,1.9620030407855078e-115
16,0.5999999999999996,1.230445424360935e-114
17,0.6999999999999997,7.670640518226273e-114
18,0.7999999999999996,4.753637950352104e-113
19,0.8999999999999995,2.928640433931498e-112
20,0.9999999999999996,1.793797305740684e-111
21,1.0999999999999996,1.0923741309207582e-110
22,1.1999999999999993,6.614315264031059e-110
23,1.2999999999999994,3.9823528693642817e-109
24,1.3999999999999995,2.3843109814471588e-108
25,1.4999999999999996,1.4196528508699317e-107
26,1.5999999999999996,8.40670776745133e-107
27,1.6999999999999993,4.9513444769145355e-106
28,1.7999999999999994,2.9007000757093138e-105
29,1.8999999999999995,1.6904180105535262e-104
30,1.9999999999999991,9.799996399856964e-104
31,2.099999999999999,5.65232043032912e-103
32,2.1999999999999993,3.2435802551927705e-102
33,2.2999999999999994,1.8520246477842117e-101
34,2.3999999999999995,1.0522512491578722e-100
35,2.499999999999999,5.949329484435048e-100
36,2.599999999999999,3.3474696763249834e-99
37,2.6999999999999993,1.8745122656656254e-98
38,2.799999999999999,1.0447312201447345e-97
39,2.899999999999999,5.795431876858008e-97
40,2.999999999999999,3.200006714426221e-96
41,3.0999999999999988,1.7588035270503832e-95
42,3.1999999999999993,9.622794562201464e-95
43,3.299999999999999,5.241037235581845e-94
44,3.3999999999999986,2.841703374707832e-93
45,3.499999999999999,1.5339022552151252e-92
46,3.5999999999999988,8.242989534202149e-92
47,3.6999999999999993,4.4101092330910085e-91
48,3.799999999999999,2.3490901750289846e-90
49,3.8999999999999986,1.2457842271808141e-89
50,3.999999999999999,6.577861432548211e-89
51,4.099999999999999,3.4580421275983486e-88
52,4.199999999999999,1.8100202554330911e-87
53,4.299999999999999,9.432942505894454e-87
54,4.399999999999999,4.894672806599443e-86
55,4.499999999999999,2.528798240358229e-85
56,4.599999999999999,1.3008261989090824e-84
57,4.699999999999998,6.662523837350294e-84
58,4.799999999999999,3.397596805703552e-83
59,4.899999999999999,1.7251108171530088e-82
60,4.999999999999998,8.721118770184808e-82
61,5.099999999999999,4.389700128500641e-81
62,5.199999999999998,2.199894507060148e-80
63,5.299999999999999,1.0976645393002392e-79
64,5.399999999999999,5.452983435070619e-79
65,5.499999999999998,2.6970628404692314e-78
66,5.599999999999999,1.3281144151136236e-77
67,5.699999999999998,6.511218822365966e-77
68,5.799999999999999,3.178088375896479e-76
69,5.899999999999999,1.5443321662000826e-75
70,5.999999999999998,7.471029126704282e-75
71,6.099999999999999,3.598145551419337e-74
72,6.199999999999998,1.7251583784622058e-73
73,6.299999999999998,8.234254370860798e-73
