iteration,action,C_inj_0,t_inj_0,C_inj_1,t_inj_1,C_inj_2,t_inj_2
1,48.24914447829303,26.153332,0.0,5.668279,65.025894,5.725831,102.456345
2,2.3462922969225652,28.25577175419955,0.0,13.17541110797175,65.01541006953653,12.58779185816924,102.03920534399593
3,0.8243686052263923,28.764622357958658,0.0,13.87151267297535,64.79725990384942,13.461139975399481,102.134883791957
4,0.0210165561035911,29.155465549446745,0.0,14.44300782860687,64.61022162268797,14.091426894972244,102.16257594329272
5,-0.53978033146314,29.463579189838832,0.0,14.859730677438526,64.53468564892404,14.564485580707629,102.24753578137576
6,-0.8540774546399286,29.692325300680817,0.0,15.174577352224995,64.38862385421861,14.933795079416942,102.26523099343837
7,-0.984911560228424,29.910822303193612,0.0,15.417284741629356,64.27171077854314,15.230054314440387,102.27972958792768
8,-1.2154149727649655,30.115981230379138,0.0,15.664504205951548,64.24347372408747,15.470453851426772,102.35025030459033
9,-1.3318927960769829,30.282225542704346,0.0,15.821510302128726,64.1354700811682,15.665275254479475,102.36087852075038
10,-1.3929344255085132,30.36477992997463,0.0,15.94649783952165,64.04930401643158,15.826954364217894,102.37016219126376
11,-1.4000933002201217,30.44374676387143,0.0,16.032794213565623,63.96171009496496,15.964969767566995,102.37773474196506
12,-1.4666782021554834,30.538983589337573,0.0,16.12349185671967,63.90691581664949,16.084287511937408,102.38409448952659
13,-1.4919722508639932,30.58317634152256,0.0,16.18803602541611,63.86395203070193,16.186854336822382,102.38981256761319
14,-1.528192817941255,30.616182197305243,0.0,16.302733729324935,63.82614053800024,16.2777183310731,102.393946636115
15,-1.5227351826151976,30.672789217407917,0.0,16.35051153775504,63.7392787238811,16.356320706386107,102.39977294974015
16,-1.5667706497106915,30.71770143739959,0.0,16.38785611858623,63.718217498924176,16.425210778635435,102.40735843177407
17,-1.543590006093579,30.72084113466212,0.0,16.41062136807541,63.68601765583119,16.486971032423238,102.41217683421158
18,-1.5672073886616982,30.773264239663753,0.0,16.4739581362847,63.70644158765308,16.54407820811581,102.41869491583624
19,-1.5489745452237962,30.818722466829936,0.0,16.582476293286128,63.731904973646,16.594369949995738,102.42298571150357
20,-1.57000186946762,30.891109596725766,0.0,16.68041561607046,63.761510803484164,16.636623476802924,102.43221628548602
21,-1.5756068707847395,30.95548944433052,0.0,16.7678052100382,63.78994148645178,16.671176898423788,102.44417188619599
22,-1.6039529534234314,30.978121318515534,0.0,16.84610831728051,63.82660345561615,16.69900210049901,102.46343453817191
23,-1.582256787493451,30.976775790034313,0.0,16.832632766610217,63.7779264159897,16.722756484591862,102.46470922104581
24,-1.5908804738605449,31.027934062987157,0.0,16.818442233339006,63.78895835979049,16.745417044512283,102.46483146517218
25,-1.5842287683369953,31.076653269620163,0.0,16.80226944658281,63.80563154079001,16.766235215032566,102.46505639919398
26,-1.5943957824350812,31.1229365986772,0.0,16.87092078972512,63.84287497622574,16.78536102406317,102.48281888545527
27,-1.6433887283930364,31.129663125050424,0.0,16.90331684210535,63.85663650561783,16.800425069238127,102.48705585181865
28,-1.5945027285395188,31.0807248303119,0.0,16.892139773610015,63.82073792159886,16.81375787622739,102.49070881133161
29,-1.599599393435525,31.122274403757014,0.0,16.923493286210054,63.8370755737939,16.82800292967469,102.49228128145127
30,-1.645600241260225,31.125742645812362,0.0,16.964568969178625,63.85672867538023,16.839530831376933,102.49497809247738
