time,C_vaccine_Ninj3,C_vaccine_Ninj2,C_vaccine_Ninj1
24.37,17.944077,26.977343,468.5479
24.375,17.939592,26.9706,468.4308
24.38,17.935108,26.96386,468.3137
24.385,17.930624,26.957117,468.19662
24.39,17.926142,26.95038,468.0796
24.395,17.921661,26.943642,467.96255
24.4,17.917181,26.936907,467.84558
24.405,17.912703,26.930174,467.72864
24.41,17.908226,26.923443,467.61176
24.415,17.903748,26.916712,467.4948
24.42,17.899275,26.909986,467.37802
24.425,17.8948,26.90326,467.2612
24.43,17.890326,26.896532,467.14435
24.435,17.885855,26.88981,467.02762
24.44,17.881384,26.88309,466.91086
24.445,17.876915,26.87637,466.79416
24.45,17.872444,26.869648,466.67743
24.455,17.867977,26.862934,466.56082
24.46,17.863512,26.85622,466.4442
24.465,17.859045,26.849504,466.32755
24.47,17.85458,26.842793,466.211
24.475,17.850119,26.836084,466.09448
24.48,17.845657,26.829376,465.978
24.485,17.841192,26.822666,465.86142
24.49,17.836737,26.815966,465.74506
24.495,17.832275,26.80926,465.6286
24.5,17.82782,26.80256,465.51224
24.505,17.823362,26.79586,465.39587
24.51,17.818909,26.789164,465.27954
24.515,17.814453,26.782465,465.1632
24.52,17.81,26.775768,465.0469
24.525,17.80555,26.76908,464.93073
24.53,17.801096,26.762384,464.81445
24.535,17.796648,26.755695,464.69827
24.54,17.7922,26.749008,464.58212
24.545,17.787752,26.742323,464.466
24.55,17.783306,26.735638,464.3499
24.555,17.778858,26.728952,464.2338
24.56,17.774418,26.722273,464.1178
24.565,17.769974,26.715593,464.00177
24.57,17.765532,26.708914,463.88577
24.575,17.761091,26.702238,463.76984
24.58,17.75665,26.695564,463.6539
24.585,17.752213,26.68889,463.538
24.59,17.747774,26.682219,463.4221
24.595,17.74334,26.67555,463.3063
24.6,17.738901,26.66888,463.19046
24.605,17.734468,26.662216,463.0747
24.61,17.730036,26.65555,462.95895
24.615,17.725605,26.64889,462.84323
24.62,17.721172,26.642223,462.72748
24.625,17.716742,26.635565,462.61182
24.63,17.712317,26.62891,462.49625
24.635,17.707888,26.622252,462.38058
24.64,17.70346,26.615599,462.26505
24.645,17.699036,26.608944,462.14948
24.65,17.69461,26.602293,462.03394
24.655,17.690187,26.595642,461.91843
24.66,17.685764,26.588993,461.80295
24.665,17.681345,26.582348,461.68753
24.67,17.676924,26.575703,461.5721
24.675,17.672508,26.569061,461.4568
24.68,17.668089,26.562418,461.3414
24.685,17.663673,26.555782,461.22614
24.69,17.659256,26.549139,461.11075
24.695,17.654842,26.542503,460.9955
24.7,17.650429,26.53587,460.88028
24.705,17.646017,26.529238,460.7651
24.71,17.641607,26.522604,460.6499
24.715,17.637197,26.515976,460.53476
24.72,17.63279,26.509348,460.41968
24.725,17.62838,26.50272,460.30453
24.73,17.623974,26.496096,460.18948
24.735,17.619568,26.489471,460.07443
24.74,17.615164,26.482851,459.95944
24.745,17.61076,26.476229,459.84445
24.75,17.60636,26.469614,459.72955
24.755,17.60196,26.462997,459.61465
24.76,17.597557,26.456379,459.4997
24.765,17.593157,26.449766,459.38483
24.77,17.58876,26.443155,459.27002
24.775,17.584364,26.436546,459.1552
24.78,17.579967,26.429935,459.0404
24.785,17.575575,26.423332,458.92575
24.79,17.57118,26.416725,458.81097
24.795,17.56679,26.410124,458.69632
24.8,17.562397,26.40352,458.58163
24.805,17.558008,26.396921,458.467
24.81,17.553617,26.390322,458.3524
24.815,17.549229,26.383722,458.2378
24.82,17.544844,26.377132,458.1233
24.825,17.540459,26.370537,458.0088
24.83,17.536074,26.363947,457.8943
24.835,17.53169,26.357355,457.77982
24.84,17.527308,26.350767,457.66537
24.845,17.522926,26.344181,457.551
24.85,17.518545,26.337591,457.43658
24.855,17.51417,26.331015,457.32233
24.86,17.509789,26.324429,457.20795
24.865,17.505411,26.317848,457.09366
24.87,17.501038,26.31127,456.9794
24.875,17.496664,26.304695,456.8652
24.88,17.49229,26.29812,456.75104
24.885,17.487915,26.291542,456.63678
24.89,17.483545,26.284973,456.52267
24.895,17.479174,26.2784,456.40854
24.9,17.474806,26.271833,456.29446
24.905,17.470438,26.265268,456.18042
24.91,17.46607,26.258701,456.06638
24.915,17.461702,26.252134,455.95233
24.92,17.457338,26.245573,455.83835
24.925,17.452976,26.239017,455.7245
24.93,17.448612,26.232454,455.61053
24.935,17.44425,26.225897,455.4966
24.94,17.439892,26.219343,455.3828
24.945,17.435532,26.21279,455.26898
24.95,17.431171,26.206234,455.15512
24.955,17.426815,26.199684,455.04135
24.96,17.42246,26.193138,454.92767
24.965,17.418104,26.186588,454.8139
24.97,17.41375,26.180042,454.70023
24.975,17.409397,26.173498,454.58655
24.98,17.405045,26.166956,454.47293
24.985,17.400694,26.160414,454.35928
24.99,17.396343,26.153873,454.24573
24.995,17.391996,26.147337,454.13217
25.0,17.38765,26.140802,454.0187
25.005,17.383303,26.134268,453.9052
25.01,17.37896,26.127737,453.79178
25.015,17.374615,26.121206,453.6783
25.02,17.37027,26.114674,453.56488
25.025,17.365927,26.108145,453.4515
25.03,17.361586,26.10162,453.33817
25.035,17.357248,26.095097,453.22485
25.04,17.352907,26.08857,453.1115
25.045,17.348572,26.082052,452.9983
25.05,17.344236,26.075535,452.8851
25.055,17.3399,26.069014,452.77185
25.06,17.335564,26.062496,452.65866
25.065,17.331232,26.055983,452.54553
25.07,17.326899,26.049469,452.43237
25.075,17.322567,26.042955,452.31927
25.08,17.318237,26.03645,452.20627
25.085,17.31391,26.029942,452.09323
25.09,17.30958,26.023432,451.9802
25.095,17.305254,26.016928,451.86722
25.1,17.300928,26.010424,451.75424
25.105,17.296602,26.003922,451.64133
25.11,17.292278,25.997421,451.5284
25.115,17.287958,25.990925,451.4156
25.12,17.283634,25.984426,451.3027
25.125,17.279314,25.97793,451.18988
25.13,17.274996,25.97144,451.07715
25.135,17.270678,25.964945,450.9644
25.14,17.26636,25.958454,450.85165
25.145,17.262043,25.951963,450.73892
25.15,17.25773,25.945482,450.6263
25.155,17.253416,25.938993,450.51364
25.16,17.249102,25.932508,450.401
25.165,17.244791,25.92603,450.28845
25.17,17.24048,25.919546,450.17587
25.175,17.236172,25.913069,450.0634
25.18,17.231861,25.90659,449.95084
25.185,17.227554,25.900114,449.83838
25.19,17.22325,25.89364,449.72592
25.195,17.218943,25.887167,449.6135
25.2,17.21464,25.880697,449.50113
25.205,17.210337,25.874228,449.3888
25.21,17.206034,25.86776,449.27643
25.215,17.201733,25.861294,449.16412
25.22,17.197433,25.85483,449.05185
25.225,17.193134,25.848366,448.9396
25.23,17.188837,25.841906,448.8274
25.235,17.18454,25.835445,448.71518
25.24,17.180244,25.828987,448.60303
25.245,17.17595,25.822529,448.49084
25.25,17.171654,25.816074,448.37872
25.255,17.167364,25.809624,448.26672
25.26,17.163073,25.803171,448.15463
25.265,17.158783,25.79672,448.0426
25.27,17.154493,25.790274,447.93063
25.275,17.150206,25.783827,447.81866
25.28,17.145918,25.77738,447.7067
25.285,17.14163,25.770935,447.59476
25.29,17.137346,25.764494,447.48288
25.295,17.133062,25.758055,447.37103
25.3,17.12878,25.751616,447.25922
25.305,17.124498,25.745178,447.14743
25.31,17.12022,25.738745,447.03568
25.315,17.115938,25.73231,446.9239
25.32,17.11166,25.725876,446.81216
25.325,17.107384,25.719448,446.7005
25.33,17.103106,25.713017,446.58884
25.335,17.098833,25.70659,446.47723
25.34,17.094559,25.700167,446.36563
25.345,17.090284,25.69374,446.25403
25.35,17.08601,25.687315,446.14243
25.355,17.08174,25.680895,446.0309
25.36,17.077473,25.674479,445.91946
25.365,17.073204,25.66806,445.808
25.37,17.068933,25.66164,445.6965
25.375,17.064669,25.65523,445.58514
25.38,17.060404,25.648817,445.4738
25.385,17.056137,25.642403,445.36237
25.39,17.051874,25.635994,445.25107
25.395,17.047613,25.629587,445.1398
25.4,17.043352,25.62318,445.02853
25.405,17.039087,25.616772,444.9172
25.41,17.034832,25.610373,444.8061
25.415,17.030571,25.603968,444.69482
25.42,17.026316,25.597569,444.5837
25.425,17.02206,25.591171,444.47256
25.43,17.017805,25.584776,444.36148
25.435,17.013552,25.578379,444.25043
25.44,17.009296,25.571981,444.13928
25.445,17.005047,25.565594,444.02835
25.45,17.000795,25.5592,443.91733
25.455,16.996544,25.55281,443.80634
25.46,16.992296,25.546423,443.6954
25.465,16.988049,25.54004,443.5845
25.47,16.983805,25.533657,443.47366
25.475,16.979555,25.52727,443.36273
25.48,16.975315,25.520893,443.25198
25.485,16.97107,25.514511,443.14114
25.49,16.966827,25.508135,443.0304
25.495,16.962587,25.501759,442.91965
25.5,16.958347,25.495384,442.80896
25.505,16.954107,25.489012,442.69824
25.51,16.94987,25.482637,442.58755
25.515,16.945635,25.476273,442.477
25.52,16.941397,25.4699,442.36633
25.525,16.937162,25.463535,442.25577
25.53,16.932928,25.45717,442.1452
25.535,16.928696,25.450808,442.0347
25.54,16.924461,25.44444,441.92413
25.545,16.92023,25.438082,441.8137
25.55,16.916004,25.431726,441.7033
25.555,16.911774,25.425365,441.59283
25.56,16.907547,25.419012,441.48248
25.565,16.903322,25.412659,441.37216
25.57,16.899097,25.406307,441.26184
25.575,16.89487,25.399952,441.15146
25.58,16.890648,25.393604,441.0412
25.585,16.886427,25.38726,440.931
25.59,16.882204,25.38091,440.82074
25.595,16.877985,25.374567,440.71054
25.6,16.873766,25.368225,440.6004
25.605,16.869549,25.361885,440.4903
25.61,16.865332,25.355543,440.38016
25.615,16.861115,25.349205,440.27005
25.62,16.856901,25.342869,440.16003
25.625,16.852686,25.336533,440.05
25.63,16.848475,25.3302,439.94
25.635,16.844263,25.32387,439.83005
25.64,16.840054,25.31754,439.7201
25.645,16.835842,25.31121,439.61017
25.65,16.831635,25.304882,439.50027
25.655,16.827427,25.298557,439.3904
25.66,16.823221,25.292234,439.2806
25.665,16.819016,25.28591,439.17075
25.67,16.814812,25.27959,439.061
25.675,16.81061,25.273275,438.9513
25.68,16.806404,25.266953,438.8415
25.685,16.802204,25.26064,438.7318
25.69,16.798006,25.254324,438.62216
25.695,16.793806,25.24801,438.5125
25.7,16.789606,25.241697,438.40283
25.705,16.785412,25.235392,438.29333
25.71,16.781218,25.229086,438.1838
25.715,16.77702,25.222775,438.0742
25.72,16.772827,25.21647,437.96472
25.725,16.768635,25.210169,437.85526
25.73,16.764444,25.203867,437.74582
25.735,16.760252,25.197565,437.63635
25.74,16.756063,25.191269,437.527
25.745,16.751873,25.184969,437.4176
25.75,16.747686,25.178675,437.30826
25.755,16.7435,25.17238,437.1989
25.76,16.739313,25.166088,437.08963
25.765,16.73513,25.159798,436.9804
25.77,16.730946,25.153505,436.87112
25.775,16.726765,25.147223,436.762
25.78,16.722584,25.140936,436.6528
25.785,16.718405,25.134651,436.54364
25.79,16.714224,25.128366,436.4345
25.795,16.710047,25.122086,436.3254
25.8,16.70587,25.115807,436.21637
25.805,16.701693,25.109526,436.10727
25.81,16.69752,25.103252,435.99832
25.815,16.693344,25.096977,435.8893
25.82,16.689173,25.090704,435.78036
25.825,16.685,25.08443,435.67142
25.83,16.68083,25.078163,435.56256
25.835,16.67666,25.071892,435.45364
25.84,16.672491,25.065624,435.3448
25.845,16.668325,25.059362,435.23602
25.85,16.664156,25.053095,435.12717
25.855,16.65999,25.046833,435.0184
25.86,16.655828,25.040573,434.9097
25.865,16.651665,25.034313,434.80096
25.87,16.647501,25.028053,434.69226
25.875,16.64334,25.021797,434.5836
25.88,16.639181,25.015545,434.475
25.885,16.635021,25.00929,434.3664
25.89,16.630863,25.00304,434.2578
25.895,16.626705,24.996788,434.14923
25.9,16.62255,24.990543,434.04074
25.905,16.618391,24.984291,433.9322
25.91,16.614239,24.978048,433.82373
25.915,16.610086,24.971806,433.7153
25.92,16.605934,24.96556,433.60687
25.925,16.601784,24.959322,433.49847
25.93,16.597633,24.953083,433.39014
25.935,16.593485,24.946846,433.2818
25.94,16.589336,24.940607,433.17346
25.945,16.58519,24.934376,433.06522
25.95,16.581045,24.928143,432.95697
25.955,16.576899,24.921911,432.84872
25.96,16.572756,24.915682,432.74054
25.965,16.568613,24.909454,432.6324
25.97,16.564472,24.903227,432.52423
25.975,16.56033,24.897001,432.41608
25.98,16.556192,24.89078,432.30804
25.985,16.552053,24.884558,432.19998
25.99,16.547915,24.878336,432.09192
25.995,16.543777,24.872114,431.98386
26.0,16.539644,24.865902,431.87595
26.005,16.53551,24.859686,431.768
26.01,16.531376,24.85347,431.66003
26.015,16.527243,24.847256,431.55212
26.02,16.523111,24.841045,431.44424
26.025,16.518982,24.834837,431.33643
26.03,16.51485,24.828627,431.22858
26.035,16.510725,24.822424,431.12085
26.04,16.506596,24.816217,431.01303
26.045,16.50247,24.810015,430.9053
26.05,16.498344,24.803812,430.79758
26.055,16.49422,24.797611,430.68988
26.06,16.490099,24.791414,430.58224
26.065,16.485975,24.785215,430.47458
26.07,16.481857,24.779024,430.36703
26.075,16.477736,24.772827,430.2594
26.08,16.473618,24.766636,430.1519
26.085,16.469498,24.760443,430.04434
26.09,16.465382,24.754255,429.93686
26.095,16.461267,24.748068,429.8294
26.1,16.457151,24.74188,429.72192
26.105,16.45304,24.735699,429.61456
26.11,16.448925,24.729513,429.50714
26.115,16.444815,24.723331,429.39978
26.12,16.440702,24.717152,429.29245
26.125,16.436594,24.710974,429.18515
26.13,16.432484,24.704796,429.07785
26.135,16.428375,24.698618,428.97055
26.14,16.42427,24.692448,428.86337
26.145,16.420164,24.686274,428.75613
26.15,16.41606,24.680103,428.64896
26.155,16.411957,24.673935,428.54187
26.16,16.407854,24.667767,428.4347
26.165,16.403751,24.661598,428.32758
26.17,16.39965,24.655434,428.22052
26.175,16.395555,24.649275,428.11356
26.18,16.391455,24.64311,428.0065
26.185,16.387358,24.636951,427.8995
26.19,16.38326,24.630793,427.79254
26.195,16.379166,24.624638,427.68564
26.2,16.37507,24.618479,427.57864
26.205,16.370977,24.612324,427.47177
26.21,16.366888,24.606176,427.365
26.215,16.362795,24.600023,427.25812
26.22,16.358706,24.593876,427.15134
26.225,16.354616,24.587727,427.04456
26.23,16.350529,24.581581,426.93784
26.235,16.34644,24.575434,426.83105
26.24,16.342352,24.56929,426.72437
26.245,16.338268,24.56315,426.61774
26.25,16.334185,24.55701,426.51108
26.255,16.330103,24.550875,426.4045
26.26,16.326021,24.544737,426.2979
26.265,16.32194,24.538603,426.19135
26.27,16.317858,24.532465,426.08478
26.275,16.31378,24.526333,425.97827
26.28,16.3097,24.520203,425.87177
26.285,16.305624,24.514072,425.76532
26.29,16.301548,24.507944,425.65887
26.295,16.297474,24.50182,425.55252
26.3,16.293402,24.495697,425.44617
26.305,16.289326,24.48957,425.33975
26.31,16.285255,24.48345,425.23346
26.315,16.281185,24.477331,425.1272
26.32,16.277117,24.471212,425.02094
26.325,16.273045,24.465092,424.9146
26.33,16.268978,24.458979,424.80844
26.335,16.264914,24.452868,424.7023
26.34,16.260845,24.44675,424.59607
26.345,16.25678,24.440641,424.48996
26.35,16.252716,24.434532,424.38382
26.355,16.248655,24.428425,424.27777
26.36,16.244593,24.422318,424.1717
26.365,16.240534,24.416216,424.0657
26.37,16.236471,24.410109,423.95963
26.375,16.232414,24.404009,423.8537
26.38,16.228355,24.397907,423.74774
26.385,16.2243,24.391811,423.64185
26.39,16.220243,24.385712,423.53592
26.395,16.216188,24.379616,423.43002
26.4,16.212137,24.373524,423.32425
26.405,16.208082,24.367428,423.21835
26.41,16.204033,24.36134,423.1126
26.415,16.199982,24.35525,423.00684
26.42,16.195932,24.349161,422.9011
26.425,16.191885,24.343075,422.7954
26.43,16.187834,24.336987,422.68967
26.435,16.18379,24.330906,422.58405
26.44,16.179745,24.324823,422.4784
26.445,16.175701,24.318743,422.3728
26.45,16.171656,24.312664,422.2672
26.455,16.167616,24.30659,422.1617
26.46,16.163572,24.300512,422.05615
26.465,16.159533,24.294437,421.95065
26.47,16.155495,24.288364,421.84518
26.475,16.151455,24.282293,421.73972
26.48,16.147419,24.276224,421.6343
26.485,16.143381,24.270155,421.5289
26.49,16.139345,24.264088,421.42355
26.495,16.135311,24.258022,421.31818
26.5,16.131277,24.251959,421.21286
26.505,16.127247,24.2459,421.10764
26.51,16.123215,24.239836,421.00232
26.515,16.119184,24.233778,420.8971
26.52,16.115154,24.227718,420.79187
26.525,16.111128,24.221664,420.6867
26.53,16.1071,24.215609,420.5815
26.535,16.103073,24.209555,420.4764
26.54,16.099047,24.203503,420.37128
26.545,16.095022,24.197453,420.2662
26.55,16.091,24.191404,420.16116
26.555,16.086977,24.185358,420.05612
26.56,16.082956,24.179312,419.95114
26.565,16.078936,24.173267,419.84616
26.57,16.074917,24.167225,419.7412
26.575,16.070898,24.161184,419.63626
26.58,16.066881,24.155144,419.53137
26.585,16.062866,24.149107,419.42654
26.59,16.058851,24.143072,419.3217
26.595,16.054838,24.137037,419.2169
26.6,16.050823,24.131,419.11206
26.605,16.04681,24.12497,419.0073
26.61,16.042799,24.118938,418.90256
26.615,16.03879,24.11291,418.79785
26.62,16.03478,24.106882,418.69315
26.625,16.030773,24.100859,418.58853
26.63,16.026766,24.094833,418.4839
26.635,16.022757,24.088808,418.37924
26.64,16.018753,24.082787,418.27466
26.645,16.014748,24.076767,418.1701
26.65,16.010746,24.07075,418.06558
26.655,16.006742,24.064732,417.9611
26.66,16.002745,24.05872,417.85666
26.665,15.998742,24.052702,417.75214
26.67,15.994742,24.04669,417.64774
26.675,15.990746,24.04068,417.54337
26.68,15.986749,24.034672,417.439
26.685,15.982752,24.028662,417.33463
26.69,15.978756,24.022655,417.2303
26.695,15.974763,24.016651,417.126
26.7,15.970769,24.010647,417.02173
26.705,15.966777,24.004646,416.9175
26.71,15.962786,23.998646,416.81326
26.715,15.958796,23.992647,416.70908
26.72,15.954807,23.98665,416.60495
26.725,15.950817,23.980652,416.50076
26.73,15.946832,23.974659,416.39667
26.735,15.942845,23.968666,416.2926
26.74,15.938859,23.962673,416.1885
26.745,15.9348755,23.956686,416.0845
26.75,15.930893,23.950697,415.9805
26.755,15.92691,23.94471,415.87653
26.76,15.922928,23.938723,415.77252
26.765,15.918949,23.932741,415.66864
26.77,15.914968,23.926756,415.56467
26.775,15.910991,23.920776,415.46082
26.78,15.907013,23.914797,415.35696
26.785,15.903038,23.90882,415.25317
26.79,15.89906,23.90284,415.14932
26.795,15.895087,23.896866,415.04556
26.8,15.891115,23.890896,414.94183
26.805,15.887141,23.88492,414.83807
26.81,15.883171,23.878952,414.73444
26.815,15.879202,23.872984,414.63077
26.82,15.875232,23.867016,414.5271
26.825,15.871262,23.861046,414.42343
26.83,15.867295,23.855083,414.31985
26.835,15.863331,23.849123,414.21634
26.84,15.859364,23.84316,414.11276
26.845,15.855399,23.8372,414.00925
26.85,15.851437,23.831242,413.9058
26.855,15.847476,23.825287,413.80234
26.86,15.843511,23.819326,413.69882
26.865,15.839552,23.813374,413.59546
26.87,15.835592,23.807423,413.49207
26.875,15.831635,23.801472,413.38873
26.88,15.827678,23.795523,413.2854
26.885,15.823721,23.789574,413.18207
26.89,15.819767,23.783628,413.07883
26.895,15.815809,23.77768,412.9755
26.9,15.811857,23.771738,412.8723
26.905,15.807905,23.765797,412.7691
26.91,15.803953,23.759855,412.66592
26.915,15.800002,23.753914,412.56274
26.92,15.796053,23.747978,412.45963
26.925,15.792105,23.742043,412.35654
26.93,15.7881565,23.736107,412.25345
26.935,15.78421,23.730173,412.1504
26.94,15.780266,23.724243,412.0474
26.945,15.77632,23.718311,411.9444
26.95,15.772376,23.712381,411.84137
26.955,15.768435,23.706455,411.73846
26.96,15.764494,23.700531,411.63556
26.965,15.760551,23.694603,411.53262
26.97,15.756612,23.68868,411.42975
26.975,15.752674,23.682762,411.32693
26.98,15.748736,23.676842,411.22412
26.985,15.744798,23.67092,411.12128
26.99,15.740866,23.665009,411.0186
26.995,15.736928,23.659088,410.91577
27.0,15.732994,23.653173,410.81305
27.005,15.729062,23.647263,410.7104
27.01,15.725132,23.641354,410.60776
27.015,15.7212,23.635443,410.5051
27.02,15.71727,23.629534,410.40247
27.025,15.713343,23.62363,410.29993
27.03,15.709413,23.617722,410.1973
27.035,15.705486,23.611818,410.0948
27.04,15.701561,23.605917,409.9923
27.045,15.697637,23.600018,409.8898
27.05,15.693713,23.594118,409.78738
27.055,15.689789,23.588219,409.6849
27.06,15.685867,23.582323,409.58252
27.065,15.681946,23.576427,409.48013
27.07,15.678027,23.570536,409.37778
27.075,15.674108,23.564644,409.27545
27.08,15.67019,23.558754,409.17316
27.085,15.666272,23.552864,409.07086
27.09,15.662354,23.546974,408.96857
27.095,15.6584425,23.541092,408.8664
27.1,15.654527,23.535206,408.76416
27.105,15.650613,23.529322,408.66196
27.11,15.646703,23.523441,408.55984
27.115,15.642791,23.517561,408.4577
27.12,15.638878,23.511679,408.35556
27.125,15.63497,23.505802,408.25348
27.13,15.631064,23.499931,408.15152
27.135,15.627154,23.494053,408.0494
27.14,15.623249,23.488182,407.94745
27.145,15.619345,23.482311,407.8455
27.15,15.615439,23.47644,407.74353
27.155,15.611535,23.47057,407.64157
27.16,15.607634,23.464705,407.5397
27.165,15.603732,23.45884,407.43784
27.17,15.599831,23.452974,407.33597
27.175,15.595933,23.447115,407.2342
27.18,15.592033,23.441252,407.13235
27.185,15.588138,23.435394,407.03064
27.19,15.584238,23.429533,406.9288
27.195,15.580344,23.423677,406.82712
27.2,15.576448,23.417822,406.7254
27.205,15.5725565,23.41197,406.62378
27.21,15.568664,23.406118,406.52213
27.215,15.564772,23.400267,406.4205
27.22,15.560882,23.394417,406.3189
27.225,15.556991,23.388569,406.21735
27.23,15.5531025,23.382723,406.11578
27.235,15.549215,23.376879,406.0143
27.24,15.545328,23.371035,405.9128
27.245,15.54144,23.365189,405.81128
27.25,15.537559,23.359354,405.70993
27.255,15.533673,23.353512,405.6085
27.26,15.52979,23.347675,405.50708
27.265,15.525908,23.341839,405.40573
27.27,15.522027,23.336004,405.30438
27.275,15.518147,23.330172,405.2031
27.28,15.514266,23.324335,405.10175
27.285,15.51039,23.318508,405.00052
27.29,15.506513,23.31268,404.89926
27.295,15.502637,23.306852,404.79807
27.3,15.49876,23.301023,404.69687
27.305,15.494888,23.295202,404.59573
27.31,15.4910145,23.28938,404.49457
27.315,15.48714,23.283554,404.39343
27.32,15.483272,23.277737,404.2924
27.325,15.479399,23.271915,404.19128
27.33,15.47553,23.2661,404.09027
27.335,15.471663,23.260286,403.9893
27.34,15.467796,23.254473,403.88834
27.345,15.463929,23.24866,403.78735
27.35,15.460062,23.242846,403.68637
27.355,15.456199,23.237038,403.5855
27.36,15.452333,23.231226,403.4846
27.365,15.448472,23.22542,403.38376
27.37,15.444611,23.219616,403.28293
27.375,15.440751,23.213812,403.18213
27.38,15.436892,23.20801,403.08136
27.385,15.43303,23.202204,402.98053
27.39,15.429175,23.19641,402.87988
27.395,15.425316,23.190607,402.7791
27.4,15.421462,23.184813,402.67847
27.405,15.417605,23.179014,402.57776
27.41,15.4137535,23.173223,402.47717
27.415,15.409899,23.167429,402.37653
27.42,15.406047,23.161636,402.27594
27.425,15.402198,23.15585,402.17545
27.43,15.398347,23.15006,402.0749
27.435,15.394498,23.144276,401.9744
27.44,15.390649,23.138489,401.8739
27.445,15.386803,23.132706,401.77344
27.45,15.382956,23.12692,401.673
27.455,15.37911,23.12114,401.5726
27.46,15.375268,23.115364,401.4723
27.465,15.371423,23.109583,401.3719
27.47,15.367579,23.103806,401.2715
27.475,15.36374,23.098032,401.17126
27.48,15.3599,23.09226,401.07098
27.485,15.356058,23.086485,400.97067
27.49,15.352221,23.080713,400.87045
27.495,15.348383,23.074944,400.77023
27.5,15.344546,23.069178,400.67007
27.505,15.34071,23.06341,400.56992
27.51,15.336876,23.057644,400.4698
27.515,15.333043,23.051884,400.36972
27.52,15.329208,23.046118,400.2696
27.525,15.325378,23.04036,400.16956
27.53,15.3215475,23.0346,400.06955
27.535,15.317717,23.028841,399.9695
27.54,15.313886,23.02308,399.86948
27.545,15.3100605,23.01733,399.7696
27.55,15.306233,23.011576,399.66968
27.555,15.302406,23.005823,399.56973
27.56,15.298581,23.000072,399.46985
27.565,15.294757,22.994324,399.37
27.57,15.290934,22.988575,399.27017
27.575,15.28711,22.982826,399.17032
27.58,15.283292,22.977087,399.07065
27.585,15.279472,22.971344,398.9709
27.59,15.27565,22.965597,398.8711
27.595,15.271832,22.959858,398.7714
27.6,15.268014,22.954117,398.67172
27.605,15.2642,22.948383,398.5721
27.61,15.260382,22.942642,398.4724
27.615,15.256569,22.93691,398.37286
27.62,15.252754,22.931175,398.27325
27.625,15.248941,22.925444,398.1737
27.63,15.245131,22.919714,398.0742
27.635,15.24132,22.913984,397.97467
27.64,15.23751,22.908257,397.87518
27.645,15.2337,22.902529,397.77573
27.65,15.229893,22.896805,397.6763
27.655,15.226086,22.89108,397.57687
27.66,15.2222805,22.88536,397.4775
27.665,15.218474,22.879639,397.37814
27.67,15.214671,22.87392,397.27884
27.675,15.210868,22.868202,397.1795
27.68,15.207064,22.862484,397.0802
27.685,15.203266,22.856773,396.98102
27.69,15.199462,22.851055,396.8817
27.695,15.195663,22.845345,396.78253
27.7,15.191866,22.839634,396.68335
27.705,15.188069,22.833927,396.58423
27.71,15.184273,22.82822,396.48508
27.715,15.180474,22.82251,396.38593
27.72,15.1766815,22.816807,396.28687
27.725,15.172888,22.811102,396.1878
27.73,15.169094,22.8054,396.08875
27.735,15.165303,22.799702,395.98978
27.74,15.161512,22.794003,395.89078
27.745,15.1577215,22.788301,395.7918
27.75,15.153933,22.782606,395.69284
27.755,15.1501465,22.776915,395.594
27.76,15.146358,22.771217,395.49506
27.765,15.142572,22.765526,395.3962
27.77,15.138787,22.759836,395.2974
27.775,15.135004,22.754148,395.1986
27.78,15.131218,22.748457,395.09976
27.785,15.127437,22.742771,395.001
27.79,15.123655,22.737087,394.90228
27.795,15.119875,22.731403,394.80356
27.8,15.1160965,22.725721,394.7049
27.805,15.112318,22.720041,394.60623
27.81,15.108541,22.714363,394.5076
27.815,15.104762,22.708683,394.40894
27.82,15.1009865,22.703007,394.31036
27.825,15.097213,22.697332,394.21182
27.83,15.093439,22.691658,394.11328
27.835,15.089666,22.685987,394.01477
27.84,15.085894,22.680315,393.91626
27.845,15.082124,22.674648,393.8178
27.85,15.078352,22.668976,393.71933
27.855,15.074583,22.663311,393.62094
27.86,15.070815,22.657646,393.52252
27.865,15.067049,22.651983,393.4242
27.87,15.06328,22.646318,393.32578
27.875,15.059517,22.640661,393.22754
27.88,15.055754,22.635002,393.12924
27.885,15.051989,22.629341,393.03094
27.89,15.048225,22.623684,392.93268
27.895,15.044465,22.61803,392.83447
27.9,15.040705,22.612377,392.7363
27.905,15.036943,22.606722,392.6381
27.91,15.033187,22.601074,392.53998
27.915,15.029428,22.595423,392.44183
27.92,15.025671,22.589775,392.34375
27.925,15.021915,22.58413,392.24567
27.93,15.01816,22.578484,392.14764
27.935,15.014406,22.57284,392.04962
27.94,15.010652,22.567196,391.95157
27.945,15.006902,22.561558,391.85364
27.95,15.003148,22.555914,391.75565
27.955,14.999399,22.550278,391.65775
27.96,14.995649,22.544641,391.55984
27.965,14.991901,22.539005,391.46198
27.97,14.988154,22.533373,391.36414
27.975,14.9844055,22.527737,391.26627
27.98,14.980662,22.522108,391.1685
27.985,14.976916,22.516478,391.07068
27.99,14.973172,22.510849,390.97293
27.995,14.96943,22.505222,390.8752
28.0,14.965688,22.499598,390.7775
28.005,14.961947,22.493973,390.67984
28.01,14.958206,22.488348,390.58215
28.015,14.954469,22.482729,390.48456
28.02,14.950729,22.477108,390.3869
28.025,14.946993,22.471489,390.28934
28.03,14.943257,22.465874,390.19177
28.035,14.939521,22.460257,390.09424
28.04,14.935785,22.454641,389.9967
