time,C_vaccine_Ninj3,C_vaccine_Ninj2,C_vaccine_Ninj1
0.0,31.073578946336518,75.66675437675502,1506.9320469942047
0.005,31.06581152256836,75.64784005254988,1506.5553610701586
0.01,31.058046040413434,75.62893045633476,1506.178769305823
0.015,31.050282499386395,75.6100255869278,1505.802271677661
0.02,31.04252089900202,75.59112544314749,1505.4258681621416
0.025,31.034761238775214,75.57223002381254,1505.0495587357393
0.03,31.027003518220994,75.55333932774197,1504.6733433749348
0.035,31.019247736854506,75.53445335375515,1504.2972220562149
0.04,31.01149389419101,75.51557210067169,1503.9211947560718
0.045,31.00374198974589,75.4966955673115,1503.5452614510039
0.05,30.995992023034656,75.47782375249481,1503.1694221175153
0.055,30.988243993572937,75.45895665504214,1502.7936767321162
0.06,30.980497900876475,75.44009427377429,1502.4180252713222
0.065,30.972753744461144,75.42123660751234,1502.0424677116555
0.07,30.96501152384293,75.40238365507771,1501.6670040296433
0.075,30.957271238537945,75.38353541529207,1501.2916342018193
0.08,30.949532888062425,75.36469188697744,1500.916358204723
0.085,30.941796471932722,75.34585306895607,1500.5411760148997
0.09,30.934061989665302,75.32701896005054,1500.1660876089004
0.095,30.926329440776772,75.30818955908371,1499.791092963282
0.1,30.918598824783842,75.28936486487876,1499.4161920546073
0.105,30.910870141203347,75.27054487625915,1499.041384859445
0.11,30.90314338955225,75.2517295920486,1498.66667135437
0.115,30.895418569347616,75.23291901107119,1498.2920515159624
0.12,30.88769568010666,75.21411313215123,1497.9175253208084
0.125,30.879974721346688,75.19531195411336,1497.5430927455004
0.13,30.872255692585153,75.17651547578254,1497.168753766636
0.135,30.864538593339606,75.15772369598393,1496.7945083608192
0.14,30.85682342312773,75.1389366135431,1496.4203565046598
0.145,30.84911018146733,75.12015422728581,1496.046298174773
0.15,30.841398867876325,75.1013765360382,1495.6723333477805
0.155,30.83368948187276,75.08260353862664,1495.2984620003092
0.16,30.8259820229748,75.06383523387784,1494.9246841089923
0.165,30.818276490700722,75.04507162061874,1494.5509996504686
0.17,30.810572884568934,75.02631269767666,1494.177408601383
0.175,30.802871204097965,75.00755846387915,1493.8039109383858
0.18,30.795171448806453,74.98880891805406,1493.4305066381335
0.185,30.78747361821317,74.97006405902955,1493.0571956772885
0.19,30.779777711836996,74.95132388563407,1492.6839780325186
0.195,30.77208372919694,74.93258839669636,1492.3108536804978
0.2,30.76439166981213,74.91385759104546,1491.937822597906
0.205,30.756701533201806,74.89513146751067,1491.5648847614284
0.21,30.74901331888534,74.87641002492163,1491.1920401477566
0.215,30.741327026382212,74.85769326210823,1490.8192887335879
0.22,30.733642655212037,74.83898117790069,1490.4466304956252
0.225,30.725960204894537,74.8202737711295,1490.0740654105773
0.23,30.718279674949557,74.80157104062543,1489.7015934551591
0.235,30.71060106489707,74.78287298521958,1489.329214606091
0.24,30.702924374257158,74.76417960374333,1488.956928840099
0.245,30.695249602550028,74.74549089502831,1488.5847361339158
0.25,30.687576749296014,74.72680685790651,1488.212636464279
0.255,30.67990581401555,74.70812749121016,1487.8406298079326
0.26,30.672236796229214,74.6894527937718,1487.468716141626
0.265,30.664569695457686,74.67078276442427,1487.0968954421146
0.27,30.656904511221775,74.65211740200068,1486.7251676861597
0.275,30.649241243042407,74.63345670533447,1486.3535328505282
0.28,30.64157989044062,74.6148006732593,1485.9819909119929
0.285,30.63392045293759,74.59614930460921,1485.6105418473326
0.29,30.6262629300546,74.57750259821847,1485.2391856333315
0.295,30.618607321313053,74.55886055292167,1484.8679222467804
0.3,30.610953626234473,74.54022316755369,1484.4967516644745
0.305,30.603301844340507,74.52159044094968,1484.1256738632164
0.31,30.59565197515291,74.50296237194507,1483.754688819813
0.315,30.58800401819358,74.48433895937566,1483.3837965110786
0.32,30.580357972984505,74.46572020207745,1483.0129969138318
0.325,30.572713839047815,74.44710609888678,1482.6422900048976
0.33,30.565071615905747,74.42849664864026,1482.271675761107
0.335,30.55743130308067,74.40989185017482,1481.901154159297
0.34,30.549792900095053,74.39129170232762,1481.5307251763093
0.345,30.54215640647151,74.3726962039362,1481.1603887889926
0.35,30.534521821732746,74.3541053538383,1480.7901449742005
0.355,30.526889145401608,74.33551915087202,1480.4199937087928
0.36,30.51925837700105,74.3169375938757,1480.0499349696356
0.365,30.511629516054153,74.29836068168801,1479.6799687335995
0.37,30.504002562084107,74.27978841314788,1479.310094977562
0.375,30.496377514614238,74.26122078709457,1478.940313678406
0.38,30.488754373167968,74.24265780236756,1478.57062481302
0.385,30.48113313726886,74.2240994578067,1478.2010283582986
0.39,30.47351380644058,74.20554575225208,1477.831524291142
0.395,30.46589638020692,74.18699668454408,1477.462112588456
0.4,30.458280858091797,74.16845225352341,1477.0927932271525
0.405,30.45066723961924,74.14991245803103,1476.7235661841491
0.41,30.443055524313394,74.1313772969082,1476.3544314363692
0.415,30.435445711698524,74.11284676899648,1475.9853889607416
0.42,30.427837801299024,74.09432087313769,1475.6164387342014
0.425,30.4202317926394,74.07579960817401,1475.2475807336891
0.43,30.412627685244267,74.0572829729478,1474.878814936151
0.435,30.405025478638375,74.03877096630181,1474.5101413185391
0.44,30.39742517234659,74.02026358707903,1474.141559857812
0.445,30.389826765893883,74.00176083412275,1473.7730705309325
0.45,30.38223025880536,73.98326270627655,1473.4046733148705
0.455,30.374635650606244,73.96476920238429,1473.0363681866013
0.46,30.367042940821857,73.94628032129012,1472.6681551231052
0.465,30.35945212897767,73.9277960618385,1472.3000341013694
0.47,30.35186321459925,73.90931642287417,1471.9320050983863
0.475,30.344276197212285,73.89084140324212,1471.5640680911538
0.48,30.3366910763426,73.87237100178768,1471.1962230566762
0.485,30.329107851516113,73.85390521735648,1470.8284699719632
0.49,30.32152652225888,73.83544404879436,1470.4608088140299
0.495,30.31394708809706,73.81698749494753,1470.0932395598975
0.5,30.306369548556944,73.79853555466242,1469.725762186593
0.505,30.298793903164935,73.78008822678582,1469.3583766711495
0.51,30.291220151447558,73.76164551016475,1468.9910829906046
0.515,30.283648292931446,73.74320740364657,1468.623881122003
0.52,30.276078327143363,73.72477390607887,1468.2567710423946
0.525,30.268510253610184,73.70634501630954,1467.8897527288345
